,content,source,per,org,loc
4930,在圆桌论坛环节，九如城集团董事长谈义良在发言时表示，要做行业引领者，就要为行业付出赋能，帮助行业一起发展,BF_ner_query_result (1),[谈义良],[九如城集团],[]
4931,谈义良表示，要做创新者，就要对行业进行研究，并且要去实现，将研究跟实现相结合，去对行业做一些深度的根本性的思考,BF_ner_query_result (1),[谈义良],[],[]
4932,谈义良认为，要做行业的引领者时，就要更加坚持“长期主义”的理念，而要永远引领就要永远创新,BF_ner_query_result (1),[谈义良],[],[]
4933,在谈到传统行业如何面对产业互联网和数字化的改变时，谈义良表示，未来的生活、工作都离不开互联网，离不开各种新技术，特别是传统行业，唯一的出路只有拥抱互联网，拥抱新技术,BF_ner_query_result (1),[谈义良],[],[]
4934,　　美国华盛顿联邦地区法院陪审团15日裁定，总统唐纳德·特朗普竞选团队前政治顾问罗杰·斯通所涉七项罪名全部成立，包括向国会作伪证和妨碍特别检察官罗伯特·米勒团队的“通俄”调查,BF_ner_query_result (1),[],[],[华盛顿]
4935,特朗普当天在社交媒体“推特”发文，称斯通遭遇的双重标准在美国历史上“前所未见”,BF_ner_query_result (1),[特朗普],[],[美国]
4936,　　斯通所受指控包括在国会众议院情报委员会就“通俄”调查作证时撒谎、妨碍米勒团队“通俄”调查以及干扰证人,BF_ner_query_result (1),[],[国会众议院情报委员会],[]
4937,美联社报道，刑期可长达20年,BF_ner_query_result (1),[],[美联社],[]
4938,　　米勒2017年5月发起“通俄”调查，针对特朗普竞选团队在2016年总统选举期间是否与俄罗斯方面“串通”以及这名共和党籍总统后续是否妨碍司法调查,BF_ner_query_result (1),[特朗普],[],[俄罗斯]
4939,　　斯通常年活跃于美国政治和竞选咨询领域，曾为多名共和党总统候选人助选，是特朗普竞选团队早期成员之一，2015年8月离开，但一直与特朗普竞选团队保持联系并公开为特朗普助选,BF_ner_query_result (1),[特朗普],[],[美国]
4940,　　陪审团裁决宣布后，特朗普在社交媒体“推特”发文予以谴责，称斯通遭遇的双重标准在美国历史上“前所未见”,BF_ner_query_result (1),[特朗普],[],[美国]
4941,　　法官杰克逊当天还宣布，特朗普竞选团队前成员里克·盖茨的量刑定于下月17日在华盛顿联邦法院宣布,BF_ner_query_result (1),"[特朗普, 里克·盖茨, 杰克逊]",[],[华盛顿]
4942,邵阳城区网络配图版权归属原作者双清公园关圣殿门的“翊汉明忠山犹西向，吞吴馀恨江自东流”一联诉说着关云长的忠义和悲情,BF_ner_query_result (1),[关云长],[],[]
4943,邵阳双清公园配图版权归属原作者冬夜伤离在五溪，青鱼雪落橙,BF_ner_query_result (1),[],[],[五溪]
4944,这是唐代大诗人王昌龄笔下的邵阳，它的美景自然不言而喻，几千年前就被杜甫、陈与义、王昌龄这样的不同的文人墨客所赞誉,BF_ner_query_result (1),"[王昌龄, 杜甫]",[],[邵阳]
4945,邵阳悠闲生活配图版权归属原作者可是邵阳这个地方不仅仅只有美景，还有人文和诉说不完的故事,BF_ner_query_result (1),[],[],[邵阳]
4946,白马田，马鞍山，马鞍石，马蹄塘，卸甲坊，插枪泉，箭落门，鼓楼亭都在告诉我们三国时期那一段金戈铁马的往事,BF_ner_query_result (1),[白马田],[],[马鞍山]
4947,因为风光太美得罪了摄影师们邵阳是一个让人又爱又恨的地方，爱它是因为步步皆景，“恨”它则是因为景色太多，让很多摄影师拿起了相机，却不知道先拍哪里好,BF_ner_query_result (1),[],[],[邵阳]
4948,倘若雨过天晴，万山如洗，青山如黛，群峰如螺，楚天寥廓，犹如国画家笔下的水波,BF_ner_query_result (1),[],[],[万山]
4949,图为隆回花瑶版权归属原作者南山的静美：“南方的呼伦贝尔”南山牧场带您领略天苍苍，野茫茫，风吹草低现牛羊的辽阔,BF_ner_query_result (1),[],[],"[呼伦贝尔, 南山]"
4950,视频：城步南山的云海版权归属原作者神奇的绿洲：峡谷两岸峰恋叠嶂，原始次生林茂密，时有石峰陡崖隐现于林海；谷中古木参天、古根交错、古藤交织，溪流时而似泉水叮咚，时而瀑泻如雷声大作,BF_ner_query_result (1),[],[],[南山]
4951,这就是被被联合国誉为“神奇的绿洲”的绥宁黄桑,BF_ner_query_result (1),[],[联合国],[]
4952,图为绥宁黄桑版权归属原作者因为色彩太多得罪了游客们都说七彩川西，九色甘南，但是要论起颜色，邵阳可以说一点也不输给它们,BF_ner_query_result (1),[],[],[川西]
4953,【红】【橙】【黄】【绿】【青】【蓝】【紫】邵阳的颜色看不完、数不尽生机盎然的新邵阳不断刻画着属于自己的精彩为艳丽家乡转发~,BF_ner_query_result (1),[],[],[新邵阳]
4954,中信兄弟投手廖乙忠今年球季繳出突破性成績，更入選世界12強中華隊名單，廖乙忠的父親廖高儀看在眼裡直言相當欣慰，「從落選到現在有這些成績，真的很替他開心,BF_ner_query_result (1),[廖乙忠],[中信兄弟],[]
4955,」雖以自主培訓身分開啟職棒路，但廖乙忠今年下半季上到一軍後成為兄弟倚重先發戰力，更在總冠軍戰奪下勝投，成為中職史上第一位自主培訓出身且拿下總冠軍賽勝投的球員，季後獲得12強總教練洪一中青睞披上中華隊戰袍，並在預賽對上日本時擔綱先發投手重任,BF_ner_query_result (1),[廖乙忠],[],[]
4956,一路走來，廖乙忠的努力廖高儀都看在眼裡，今年終於等到大放異彩的時刻，廖高儀直說相當欣慰，「那時候選秀落選很失落，但我們一直給他鼓勵也跟他說，家裡的事情你不用擔心，就盡全力追夢，幸好他自己也很爭氣，真的很替他開心,BF_ner_query_result (1),[廖乙忠],[],[]
4957,」廖高儀長年擔任桃市光明國中青少棒隊總教練，其子廖任磊及廖乙忠也都在廖高儀的影響下走上棒球路，青少棒時期也在廖高儀的指導下磨練球技，因此父子間時常討論棒球話題，就算現在進入職棒，廖乙忠仍會尋求父親的意見,BF_ner_query_result (1),"[廖任磊, 廖乙忠]",[],[]
4958,国家发展改革委15日召开新闻发布会，国家发展改革委新闻发言人孟玮表示，只要切实稳住传统领域消费，稳住汽车等消费大头,BF_ner_query_result (1),[孟玮],[国家发展改革委],[]
4959,文／丁敏君日前，有媒体曝光了演员王传君和齐溪深夜同返“爱巢”的画面,BF_ner_query_result (1),"[王传君, 丁敏君]",[],[]
4960,从媒体曝光的画面来看，齐溪和王传君两个人不止一次共同出入一栋住宅,BF_ner_query_result (1),[王传君],[],[]
4961,无论是深夜共同“回家”，或是清晨结伴出行都能够看出两个人的关系也是比较亲密，而王传君更是多次主动帮女方提行李，也是男友力超强引人羡慕,BF_ner_query_result (1),[王传君],[],[]
4962,截至现在齐溪和王传君方面都没有就此事作出回应，我们也希望王传君和齐溪可以尽快作出说明让喜欢他们的粉丝安心,BF_ner_query_result (1),[王传君],[],[]
4963,而如果王传君和齐溪两个人真的在一起了，那么网友心中的疑虑也是只多不少,BF_ner_query_result (1),[王传君],[],[]
4964,齐溪在9月15号的时候宣布已经与前夫宋宁峰离婚恢复单身的状态，而她选择在生日前夕公布这个消息也算是给了自己一个新的起点,BF_ner_query_result (1),[宋宁峰],[],[]
4965,但这个时间节点在网友们看来的确有些暧昧，毕竟此前在2019年初的时候齐溪就已经被拍到与王传君关系亲密,BF_ner_query_result (1),[王传君],[],[]
4966,而齐溪如果真的和王传君在一起，他们“相恋”的时间，以及齐溪离婚的时间点也就显得至关重要,BF_ner_query_result (1),[王传君],[],[]
4967,无论齐溪和王传君是否已经在一起，什么时间在一起的还是要解释清楚为妙,BF_ner_query_result (1),[王传君],[],[]
4968,另一方面，公众人物也应该给粉丝和大众树立一个好的榜样，所以也希望齐溪和王传君可以尽快说明情况，不要引起不必要的误解,BF_ner_query_result (1),[王传君],[],[]
4969,王传君在娱乐圈中一直都算是一个特别的存在，因为爆款电视剧《爱情公寓》走红，但却不断挑战自己的形象和大众对他的认知,BF_ner_query_result (1),[王传君],[],[]
4970,在很多明星拼命赚取流量和关注度的同时，王传君却反其道而行选择沉下来突破自己以往的形象,BF_ner_query_result (1),[王传君],[],[]
4971,但王传君的种种行为似乎都在向观众期望的反方向发力，这也导致在获得了认可的同时，王传君也备受争议,BF_ner_query_result (1),[王传君],[],[]
4972,不过无论你是否喜欢王传君的性格，都不可否认他是一个不断带给大家惊喜的好演员,BF_ner_query_result (1),[王传君],[],[]
4973,所以从一定的角度来看，王传君和齐溪有很多的相似之处，如果他们真的在一起了也不会让粉丝们感到太意外,BF_ner_query_result (1),[王传君],[],[]
4974,但大家还是希望这一切都在道德框架允许的范畴内进行，所以如果想要让粉丝们放心，也为了自己未来的发展，还是希望王传君和齐溪可以尽快作出解释,BF_ner_query_result (1),[王传君],[],[]
4975,​还有不少网友表示，齐溪和王传君有可能只是关系太好，毕竟在媒体曝光的画面中几乎很少有王传君和齐溪单独出现的画面,BF_ner_query_result (1),[王传君],[],[]
4976,这是政治局会议首提“提高上市公司质量”；8月31日，国务院金融稳定发展委员会会议也提及要“提高上市公司质量”,BF_ner_query_result (1),[],[国务院金融稳定发展委员会],[]
4977,此前，5月11日，在中国上市公司协会2019年年会上，中国证监会主席易会满表示，提高上市公司质量是企业自身发展的内在要求，也是资本市场可持续发展的基石,BF_ner_query_result (1),[易会满],[],[]
4978,11月份，证监会副主席阎庆民公开表示，经过前一阶段的努力，监管层立足于“把自己的事情办好”，已经制定了推动提高上市公司质量行动计划，明确了具体任务和完成时限，同时还在积极推动出台更高层级的政策文件,BF_ner_query_result (1),[阎庆民],[],[]
4979,新华财经兰州11月18日电(记者王博何问)脑袋圆圆、身子胖胖、一双大眼睛扑闪，一声“你好”的召唤，它会转身面向你，回答“我在这里”,BF_ner_query_result (1),[王博],[],[兰州]
4980,近年来，古丝绸之路上的张掖市大力推动绿色发展、转换经济动能，一边“东张”，从我国东部地区大力引进智能制造等先进制造业，一边“西望”，面向“一带一路”沿线国家开掘出口市场,BF_ner_query_result (1),[],[],[张掖市]
4981,来自山东、研发智能机器人“创创”的创泽智能机器人(甘肃)有限公司成为第一批入驻园区的企业之一,BF_ner_query_result (1),[],[],[山东]
4982,”公司副总经理孙源宏说,BF_ner_query_result (1),[孙源宏],[],[]
4983,张掖智能制造产业发展中心工作人员付鹏国说，产业园建成后，可实现年产值300亿元，解决就业2万人，智能制造产业将不断释放出新的绿色增长潜能,BF_ner_query_result (1),[],[张掖智能制造产业发展中心],[]
4984,“创创”只是甘肃追求高质量发展的一个缩影,BF_ner_query_result (1),[],[],[甘肃]
4985,2018年初，甘肃提出培育壮大清洁生产、节能环保、清洁能源、先进制造、文化旅游、通道物流等十大生态产业,BF_ner_query_result (1),[],[],[甘肃]
4986,11月15日，中国科学院海洋大科学研究中心联合中科院系12家研究机构梳理现代海洋产业等七大类370余项科研成果，在西海岸西区举办了“中国科学院-山东省科技成果转化对接会暨海洋信息科技与产业发展论坛”,BF_ner_query_result (1),[],[中科院系],[山东省]
4987,会议期间，青岛市海洋发展局组织青岛明月海藻集团有限公司、中船重工（青岛）海洋装备研究院等65家涉海重点企业参加了科企对接活动，达成多项初步合作意向,BF_ner_query_result (1),[],[青岛市海洋发展局],[]
4988,开幕式上，青岛市海洋发展局与中国科学院海洋大科学研究中心签署战略合作协议，并为“东亚海洋科技合作交流中心”揭牌,BF_ner_query_result (1),[],[青岛市海洋发展局],[]
4989,根据协议，青岛市海洋发展局和中国科学院海洋大科学研究中心将充分发挥政府部门和科研机构在现代海洋产业、海洋防灾减灾、海洋空间管理、海洋资源开发利用、海洋科技成果转化、国际合作等领域的优势，围绕提升海洋领域的自主创新能力、促进海洋产业转型升级、加强海洋资源开发利用、推进海洋科技对外交流与合作等方面强化协同创新，在海洋科技成果转移转化、近海生态环境保护与治理、海洋科技国际合作基地建设、海洋高端智库建设、海洋发展战略与规划制定等领域开展全面合作,BF_ner_query_result (1),[],[青岛市海洋发展局],[]
4990,今年以来，青岛市海洋发展局为促进海洋经济高质量发展，聚集产业发展需求，整合科技创新资源，探索构建高效协同创新机制，着力加强科企协同创新平台建设，助推我市海洋产业转型升级，服务涉海企业提质增效,BF_ner_query_result (1),[],[青岛市海洋发展局],[]
4991,下一步，青岛市海洋发展局将主动联系对接、主动牵线搭桥、主动创造条件，全面深化各方多领域强强合作，加快形成青岛海洋经济高质量发展的强大合力，为建设开放、现代、活力、时尚的国际大都市做出新贡献,BF_ner_query_result (1),[],[青岛市海洋发展局],[青岛]
4992,原标题：知名女星和出轨丈夫甜蜜度假：你会原谅出轨的男人吗最近，郑秀文和许志安又上了微博热搜，两个人在英国度假被偶遇，一路上二人有说有笑，亲密无间，好像无事发生，看得网友目瞪口呆,BF_ner_query_result (1),"[许志安, 郑秀文]",[],[英国]
4993,看黄心颖，时隔7个月后突然发ins，内容引起网友的一片骂声,BF_ner_query_result (1),[黄心颖],[],[]
4994,黄心颖称这部剧能播出，自己很开心，还说出怕因为自己的关系影响收视率，感谢大家对她的体谅,BF_ner_query_result (1),[黄心颖],[],[]
4995,婚内出轨在娱乐圈早就不新鲜了，否则许志安和黄心颖也不会现在还安然无恙，手头也有资源,BF_ner_query_result (1),"[许志安, 黄心颖]",[],[]
4996,第一种：决然离婚型最经典的，莫过于王宝强和马蓉的离婚官司案，虽然中间那么多狗血剧情拉扯，但是王宝强从始至终态度是很鲜明的,BF_ner_query_result (1),"[马蓉, 王宝强]",[],[]
4997,还有贾乃亮和李小璐，虽然贾乃亮被网友戏称为“舔狗”，对李小璐一往情深，当初她迷上rap时，贾乃亮还特意改变了自己的穿搭风格，往嘻哈靠拢，奢望李小璐会回心转意,BF_ner_query_result (1),"[贾乃亮, 李小璐]",[],[]
4998,随着和PGONE的出轨实锤一个个曝光，贾乃亮终于决定恢复单身，做回自己，让人唏嘘,BF_ner_query_result (1),[贾乃亮],[],[]
4999,曾几何时，董璇和高云翔也是娱乐圈的模范夫妻，他们相恋仅四个月就结婚，还有了可爱的女儿,BF_ner_query_result (1),[董璇],[],[]
5000,但董璇依然表现出全力支持丈夫，想尽办法把他保释出狱，被网友嘲讽为“原谅教教主”,BF_ner_query_result (1),[董璇],[],[]
5001,直到董璇参加《星空演讲》，才说出心路历程：毕竟家里上有老下有小，而我是唯一一个能扛事儿的人……她本来可以离婚，没有人会怪她无情，但作为家里的女主人，她选择面对并承担丈夫留下来的烂摊子，这也是她作为妻子的最后一点情分,BF_ner_query_result (1),[董璇],[],[]
5002,第二种：忍辱负重型当然，有不原谅的，肯定就有忍辱负重死撑的，除了许志安和郑秀文，还有陈思诚和佟丽娅，谢杏芳和林丹，刘强东和奶茶妹妹,BF_ner_query_result (1),"[许志安, 郑秀文, 谢杏芳, 陈思诚, 佟丽娅, 林丹]",[],[]
5003,特别是佟丽娅，8月8日她生日，零点刚过陈思诚就发文庆生，好像在破离婚谣言，气得佟丽娅粉丝暗骂油腻渣男，因为当年佟丽娅美若天仙，下嫁给陈思诚，他还出轨,BF_ner_query_result (1),"[陈思诚, 佟丽娅]",[],[]
5004,其实，佟丽娅家庭非常传统，当年她和陈思诚在快乐大本营举行婚礼，佟丽娅父亲说：“我今天就把我的女儿交给老陈家了,BF_ner_query_result (1),"[陈思诚, 佟丽娅]",[],[]
5005,那么希望，她到了陈家以后，多干一些活，给老陈做做饭，伺候伺候好他……”在父亲“女人应该以夫为天”的观念下，佟丽娅怎么会离婚呢,BF_ner_query_result (1),[佟丽娅],[],[]
5006,第四种：自暴自弃各玩各型徐峥被多次拍到猎艳，陶虹和他的婚姻可以说是开放性婚姻了，各玩各的，互不干涉,BF_ner_query_result (1),"[徐峥, 陶虹]",[],[]
5007,最新网www.zuinow.com2019-11-1810:32:58佟丽娅出轨离婚原谅贾乃亮,BF_ner_query_result (1),"[贾乃亮, 佟丽娅]",[],[]
5008,作为塞尔维亚男子网球军团的成员之一，蒂普萨勒维奇固然曾经帮助塞尔维亚队夺得过戴维斯杯冠军，但显然在德约科维奇的光芒下，蒂普萨勒维奇生涯成就相较而言要黯淡太多，而他更为人熟知的还是“眼镜侠”的外号,BF_ner_query_result (1),[戴维斯],"[塞尔维亚男子网球军团, 塞尔维亚队]",[]
5009,作为男子网坛颇具个人风格的网球选手，蒂普萨勒维奇自从2002年正式进入职业网球征战，他如今已经征战长达17年，无疑是网坛的常青树之一,BF_ner_query_result (1),[蒂普萨勒维奇],[],[]
5010,如今蒂普萨勒维奇在35岁之际选择退役，也是留下一段属于他的网球传奇,BF_ner_query_result (1),[蒂普萨勒维奇],[],[]
5011,在蒂普萨勒维奇的职业生涯当中，他曾经4次斩获ATP单打冠军，以及1次斩获ATP双打冠军，外加15次斩获挑战赛冠军，以及帮助塞尔维亚夺得过戴维斯杯冠军,BF_ner_query_result (1),[蒂普萨勒维奇],[],[塞尔维亚]
5012,至于对决世界顶级选手之时，蒂普萨勒维曾经两次击败过时任世界第一的天王选手，且两次都是击败的同胞德约科维奇,BF_ner_query_result (1),[蒂普萨勒维],[],[]
5013,除此之外，蒂普萨勒维生涯还13次击败过世界排名前十的选手，除德约科维奇外，还击败过穆雷、冈萨雷斯、布雷克等名将，外加击败过莫亚、萨芬、休伊特与罗迪克等名将,BF_ner_query_result (1),"[休伊特, 罗迪克, 冈萨雷斯, 穆雷, 萨芬, 布雷克]",[],[]
5014,蒂普萨勒维在斯德哥尔摩赛正式退役结束生涯，他也是动情表示，“我的余生会永远记得这个时刻，如果让我选择一种方式，来结束我的职业生涯，就会是现在这样，把所有一切都留在赛场上,BF_ner_query_result (1),[蒂普萨勒维],[],[]
5015,其中1.42亿元用于市场区域拓展及本地化服务网络建设项目，占本次募资比例的35.24%，1.37亿元用于面向智慧城市（南京）的行业时空信息协同生产和应用服务体系建设项目；4363.44万元用于时空信息智能化生产及应用研发中心建设项目；8000万元用于补充公司流动资金,BF_ner_query_result (1),[],[],[南京]
5016,"2019年11月14日，刘晓明大使在出席“法国巴黎银行全球市场大会”并发表主旨演讲后，接受了美国全国广播公司财经频道（CNBC,ConsumerNewsandBusinessChannel）资深记者安奈特·威斯巴赫采访，就华为、中美关系、中英关系、英国脱欧等问题阐述中方看法和立场",BF_ner_query_result (1),[],"[华为, 中英关系]","[英国, 美国]"
5017,采访内容于15日在该频道“欧洲财经论坛”(SquawkBoxEurope)节目播出，并在网站和推特同时刊登，实录如下：图自中国驻英大使馆网站主持人：关于华为及其设备在5G网络中的作用，有许多不同的看法,BF_ner_query_result (1),[],[华为],[欧洲]
5018,你能否向欧洲和美国的消费者保证，华为设备不存在任何问题,BF_ner_query_result (1),[],[华为],"[欧洲, 美国]"
5019,刘大使：我认为，华为和其商业合作伙伴之间没有什么问题，因为华为的确是一家很好的企业,BF_ner_query_result (1),[],[华为],[]
5020,它不仅为英国的电讯业发展做出巨大贡献，而且很好地履行了企业责任，在英雇佣约2万名员工，投资30亿英镑,BF_ner_query_result (1),[],[],[英国]
5021,华为是5G技术的领先者，英国电讯企业都欢迎华为,BF_ner_query_result (1),[],[华为],[英国]
5022,当然也有一些杂音，有些国家不愿看到华为在欧洲的发展，向欧洲国家施加巨大压力，我就不点这个国家的名了,BF_ner_query_result (1),[],[华为],[欧洲]
5023,截至目前，英国、德国、法国等欧洲国家对此仍存在不同意见，仍在进行讨论，政府尚未做出最后决定,BF_ner_query_result (1),[],[],"[德国, 法国, 欧洲, 英国]"
5024,我们理解一些国家的安全关切，华为对此也理解，而且正在努力解决这些安全关切,BF_ner_query_result (1),[],[华为],[]
5025,华为成立了完全由英国人组成的网络安全评估中心，出资请专家来监测、分析华为的设备是否存在安全隐患和问题,BF_ner_query_result (1),[],[华为],[]
5026,因此，华为是非常公开透明的，他们希望能成为很好的合作伙伴,BF_ner_query_result (1),[],[华为],[]
5027,正如我常说的，华为将为中英、中欧5G领域合作带来“黄金”机遇，禁止华为意味着错失良机,BF_ner_query_result (1),[],[华为],[中欧]
5028,我衷心希望英国、德国、法国政府从自身国家利益和对华合作出发，做出正确选择，而不是受冷战思维影响，更不能搞政治打压,BF_ner_query_result (1),[],[法国政府],"[德国, 英国]"
5029,我希望华为能在英国实现互利双赢合作,BF_ner_query_result (1),[],[],[英国]
5030,正如我刚才在演讲中所说，中国开放的大门只会越开越大，我们也希望其他国家同样保持开放，而不是对中国关上大门,BF_ner_query_result (1),[],[],[中国]
5031,欧洲承受压力，尚未做出决定，对此中方怎么看,BF_ner_query_result (1),[],[],[欧洲]
5032,刘大使：我们已经说得很明确，中国无意与美打仗，无论这是冷战，还是热战，还是贸易战,BF_ner_query_result (1),[],[],[中国]
5033,我们希望与美国建立合作、协调、稳定、不冲突、不对抗的关系,BF_ner_query_result (1),[],[],[美国]
5034,我们不要求欧洲国家在中美之间选边站队,BF_ner_query_result (1),[],[],[欧洲]
5035,我们追求互利共赢，而非“零和”游戏，既不是欧洲赢、美国赢而中国输，也不是中国赢、欧洲赢而美国输,BF_ner_query_result (1),[],[],"[中国, 美国]"
5036,刘大使：改革开放40年来，中国在加强知识产权保护方面付出了切实的努力，取得了超乎寻常的进步，这一点毋庸置疑,BF_ner_query_result (1),[],[],[中国]
5037,首先，人们应该肯定中国所取得巨大进步,BF_ner_query_result (1),[],[],[中国]
5038,其次，中方认真对待美国等国家在知识产权问题上的关切，也承认各国均需要不断改进,BF_ner_query_result (1),[],[],[美国]
5039,一些西方政客指责中国“窃取”美国技术，这种说法是完全错误的,BF_ner_query_result (1),[],[],"[中国, 美国]"
5040,中国的发展奇迹靠的是中国人民过去70年的艰苦奋斗，不是靠“偷窃”它国知识产权,BF_ner_query_result (1),[],[],[中国]
5041,西方应该公正客观地看待这个问题，而不是指责中国“偷窃”,BF_ner_query_result (1),[],[],[中国]
5042,主持人：特朗普总统说过，打赢贸易战很容易，对此你怎么看,BF_ner_query_result (1),[特朗普],[],[]
5043,很明显，明年美国将举行大选，贸易战将与选战交织在一起，中国是否持观望立场，等着与下一届美国总统再谈,BF_ner_query_result (1),[],[],"[中国, 美国]"
5044,中国持开放态度，我们希望问题解决得越早越好，因为这不仅符合中美两国的利益，也符合全世界的利益,BF_ner_query_result (1),[],[],[中国]
5045,采访中，刘大使还就中国经济、中英关系、英国脱欧回答了记者的提问,BF_ner_query_result (1),[],[中英关系],"[中国, 英国]"
5046,相关市场信息1、美国9月零售销售环比升0.3%，预期升0.2%，前值降0.3%；核心零售销售环比升0.2%，预期升0.4%，前值降0.1%,BF_ner_query_result (1),[],[],[美国]
5047,2、中国地震台网正式测定：11月16日18时19分在印尼马鲁古海北部发生5.6级地震，震源深度30千米,BF_ner_query_result (1),[],[],[中国]
5048,"4、据外电11月15日消息，全球最大的镍矿出口国印度尼西亚统计局周五公布的(BPS)数据显示，印尼10月份出口了价值9,740万美元的镍矿和镍产品，较9月份的8,820万美元增长10%",BF_ner_query_result (1),[],[],[印尼]
5049,　　國際在線消息（記者梁弢）：北京時間18日淩晨，2019斯諾克北愛爾蘭公開賽落下帷幕,BF_ner_query_result (1),[梁弢],[],[北京]
5050,英格蘭名將特魯姆普成功衛冕北愛公開賽冠軍（攝影梁弢）　　今年的決賽最終上演衛冕冠軍與二號種子的對決，可謂讓提前購票的北愛觀眾不虛此行,BF_ner_query_result (1),[梁弢],[],[]
5051,　　兩人最終決戰在北京時間18日淩晨三點正式打響,BF_ner_query_result (1),[],[],[北京]
5052,北愛公開賽決賽開賽前特魯姆普與奧沙利文握手（攝影梁弢）　　賽後，特魯姆普在接受記者採訪時表示，自己能在決賽中連續戰勝“火箭”是由於和前輩過招也是個學習的過程，自己感覺比較放鬆：“我也不知道，我就是享受比賽的過程,BF_ner_query_result (1),[梁弢],[],[]
5053,談到在中國的比賽感覺，特魯姆普表示，中國觀眾給了自己很大的支持：“在中國比賽與在英國比賽還是不太一樣,BF_ner_query_result (1),[],[],[中國]
5054,在中國我得到很多球迷的支持，他們的支持給了我贏球的動力,BF_ner_query_result (1),[],[],[中國]
5055,本次捧杯也使得特魯姆普的排名賽冠軍總數達到14個，超越了獲得13個排名賽冠軍的中國球員丁俊暉,BF_ner_query_result (1),[丁俊暉],[],[]
5056,　　11月15日，市委书记焦刚伟主持召开第八届市委常委会第95次(扩大)会议，专题调度重点项目建设和谋划相关事宜,BF_ner_query_result (1),[焦刚伟],[],[]
5057,在家的市委常委参加会议，市人大常委会主任李淑艳，市政府各副市长，市政协党组成员申迎春，以及相关科局、重点项目建设单位内蒙古飞行学院、阜丰公司、松鹿制药、华能热电厂负责人列席会议,BF_ner_query_result (1),[李淑艳],[],[]
5058,　　焦刚伟强调，一要充分认识项目建设的重要性,BF_ner_query_result (1),[焦刚伟],[],[]
5059,全市各级各部门要充分研究国家西部大开发、新一轮东北振兴，以及自治区、呼伦贝尔市一系列关于高质量发展的产业扶持政策，紧扣政策脉搏，精心谋划产业发展，坚决走好高质量发展新路子,BF_ner_query_result (1),[],[],[呼伦贝尔市]
5060,做到“四个一”，形成续建一批、新建一批、投产一批、储备一批的良性梯次格局，成立项目专班，一抓到底，进一步优化营商环境，加大招商引资、招才引智的力度，打造项目聚集洼地，保持经济高质量发展的活力和动力，为建设美丽富饶和谐安宁的呼伦贝尔做出应有的贡献,BF_ner_query_result (1),[],[],[呼伦贝尔]
5061,（文：韩莹张宇鹏图：于沛识）,BF_ner_query_result (1),"[韩莹, 张宇鹏]",[],[]
5062,　　资料显示，奉玮拥有清华大学汽车工程学士学位，以及亚琛工大、清华大学的汽车工程双硕士学位,BF_ner_query_result (1),[],[清华大学],[]
5063,"在加入蔚来之前，奉玮曾担任中国国际金融股份有限公司（下称：中金公司）研究部董事总经理、汽车和零部件行业首席分析师；在加入中金公司之前，奉玮曾于2010至2013年，在光大证券(行情601788,诊股)有限公司担任行业分析师；在此之前，奉玮还曾在采埃孚集团供职五年以上",BF_ner_query_result (1),[],[中金公司],[]
5064,11月15日下午，“发现未来的青岛华为”民营经济创意会暨青岛市民营企业100强发布会在市广播电视台800平米演播室举行,BF_ner_query_result (1),[],[市广播电视台],[青岛市]
5065,省委常委、市委书记王清宪出席发布会并为民营企业100强代表颁奖,BF_ner_query_result (1),[王清宪],[],[]
5066,发布会上，市工商联和市民营经济发展局负责同志分别发布了青岛市民营企业100强、制造业10强、服务业10强榜单和我市企业参加2019“创客中国”中小企业创新创业大赛总决赛获奖情况，与会领导同志为获奖企业颁奖,BF_ner_query_result (1),[],[市工商联],"[青岛市, 中国]"
5067,2019年青岛市民营企业100强名单包括青建集团股份公司、万达国贸集团有限公司、山东新希望六和集团有限公司、新华锦集团、利群集团股份有限公司、青岛世纪瑞丰集团有限公司、青岛京东昌益得贸易有限公司、赛轮集团股份有限公司、中青建安建设集团有限公司、即发集团有限公司等100家企业,BF_ner_query_result (1),[],"[即发集团有限公司, 青岛世纪瑞丰集团有限公司, 利群集团股份有限公司, 新华锦集团, 青岛京东昌益得贸易有限公司]",[青岛市]
5068,百强民营企业营业收入总额合计为5065.48亿元，比上年增长15.66％，其平均营收增长率、平均资产总额增长率和利润总额增长率，均高于山东省百强民营企业和全国500强民营企业,BF_ner_query_result (1),[],[],[山东省]
5069,本报运城11月17日讯（记者翁剑通讯员樊振华）“今天猪肉又涨价啦，快要吃不起了,BF_ner_query_result (1),"[翁剑, 樊振华]",[],[运城]
5070,”近段时期以来，随着猪肉、鸡蛋等物品价格的不断上涨，对闻喜县困难群众的生活造成了一定的影响,BF_ner_query_result (1),[],[],[闻喜县]
5071,根据省市有关文件精神，闻喜县立即启动了社会救助和保障标准与物价上涨挂钩联动机制,BF_ner_query_result (1),[],[],[闻喜县]
5072,今后，闻喜县将继续执行好物价联动机制，及时向困难群众发放价格临时补贴，在保障和改善民生上搞好服务，不断增强人民群众的获得感、幸福感、安全感,BF_ner_query_result (1),[],[],[闻喜县]
5073,■高峰论坛上，龙川县委书记黄添胜、县长杨利华与8位专家、学者及行业翘楚，就龙川的“产业发展+全域融湾”进行对话，凝聚专家的经验智慧和建筑业界的磅礴力量，助推龙川成功打造国家级的现代建筑工业化产业基地,BF_ner_query_result (1),"[杨利华, 黄添胜]",[龙川县委],[龙川]
